Stage,Round,date,Time,Timezone,home_team,result,HT,away_team,UTC
Clausura,6,Sun Feb 10 2019,12:00,CST/-0600,Deportivo Toluca,1-1,0-1,Cruz Azul,2019-02-10T18:00Z
Clausura,6,Sun Feb 10 2019,18:00,CST/-0600,Santos Laguna,1-1,0-1,Club Tijuana,2019-02-11T00:00Z
Clausura,7,Fri Feb 15 2019,19:00,CST/-0600,Monarcas Morelia,2-3,1-1,CF Monterrey,2019-02-16T01:00Z
Clausura,7,Fri Feb 15 2019,21:00,CST/-0600,Puebla FC,1-1,0-1,CF Pachuca,2019-02-16T03:00Z
Clausura,7,Fri Feb 15 2019,21:06,CST/-0600,Club Tijuana,3-0,2-0,CD Veracruz,2019-02-16T03:06Z
Clausura,7,Sat Feb 16 2019,21:00,CST/-0600,Deportivo Guadalajara,3-0,2-0,Atlas Guadalajara,2019-02-17T03:00Z
Clausura,7,Sat Feb 16 2019,17:00,CST/-0600,Cruz Azul,1-2,1-1,Santos Laguna,2019-02-16T23:00Z
Clausura,7,Sat Feb 16 2019,19:00,CST/-0600,Club León,3-0,0-0,Deportivo Toluca,2019-02-17T01:00Z
Clausura,7,Sat Feb 16 2019,19:00,CST/-0600,UANL Tigres,3-2,1-0,Club Necaxa,2019-02-17T01:00Z
Clausura,7,Sun Feb 17 2019,16:00,CST/-0600,Lobos BUAP,3-1,1-1,Gallos Blancos,2019-02-17T22:00Z
Clausura,7,Sun Feb 17 2019,12:00,CST/-0600,Pumas UNAM,1-0,0-0,CF América,2019-02-17T18:00Z
Clausura,8,Fri Feb 22 2019,21:00,CST/-0600,CD Veracruz,1-1,1-0,Cruz Azul,2019-02-23T03:00Z
Clausura,8,Fri Feb 22 2019,21:00,CST/-0600,Atlas Guadalajara,0-1,0-0,UANL Tigres,2019-02-23T03:00Z
Clausura,8,Sat Feb 23 2019,17:00,CST/-0600,Gallos Blancos,3-0,0-0,Monarcas Morelia,2019-02-23T23:00Z
Clausura,8,Sat Feb 23 2019,19:00,CST/-0600,CF América,3-0,1-0,Lobos BUAP,2019-02-24T01:00Z
Clausura,8,Sat Feb 23 2019,19:00,CST/-0600,CF Monterrey,0-0,0-0,Puebla FC,2019-02-24T01:00Z
Clausura,8,Sat Feb 23 2019,21:00,CST/-0600,Club Necaxa,1-2,0-0,Club Tijuana,2019-02-24T03:00Z
Clausura,8,Sat Feb 23 2019,21:00,CST/-0600,CF Pachuca,3-1,1-1,Deportivo Guadalajara,2019-02-24T03:00Z
Clausura,8,Sun Feb 24 2019,12:00,CST/-0600,Pumas UNAM,1-3,0-2,Club León,2019-02-24T18:00Z
Clausura,8,Sun Feb 24 2019,18:06,CST/-0600,Santos Laguna,4-0,3-0,Deportivo Toluca,2019-02-25T00:06Z
Clausura,9,Fri Mar 1 2019,21:00,CST/-0600,Monarcas Morelia,2-2,1-0,CF América,2019-03-02T03:00Z
Clausura,9,Fri Mar 1 2019,21:00,CST/-0600,Club Tijuana,3-1,2-0,Atlas Guadalajara,2019-03-02T03:00Z
Clausura,9,Sat Mar 2 2019,17:00,CST/-0600,Cruz Azul,2-1,0-1,Club Necaxa,2019-03-02T23:00Z
Clausura,9,Sat Mar 2 2019,19:00,CST/-0600,Club León,3-0,0-0,Santos Laguna,2019-03-03T01:00Z
Clausura,9,Sat Mar 2 2019,19:00,CST/-0600,UANL Tigres,3-0,3-0,CF Pachuca,2019-03-03T01:00Z
Clausura,9,Sat Mar 2 2019,21:00,CST/-0600,Deportivo Guadalajara,0-2,0-1,CF Monterrey,2019-03-03T03:00Z
Clausura,9,Sun Mar 3 2019,16:00,CST/-0600,Lobos BUAP,2-1,1-0,Pumas UNAM,2019-03-03T22:00Z
Clausura,9,Sun Mar 3 2019,12:00,CST/-0600,Deportivo Toluca,3-1,1-1,CD Veracruz,2019-03-03T18:00Z
Clausura,9,Mon Mar 4 2019,20:00,CST/-0600,Puebla FC,1-0,1-0,Gallos Blancos,2019-03-05T02:00Z
Clausura,1,Tue Mar 5 2019,20:45,CST/-0600,CF América,1-3,1-0,Club Necaxa,2019-03-06T02:45Z
Clausura,10,Fri Mar 8 2019,21:00,CST/-0600,Atlas Guadalajara,0-2,0-1,Cruz Azul,2019-03-09T03:00Z
Clausura,10,Fri Mar 8 2019,19:00,CST/-0600,CD Veracruz,2-2,1-1,Santos Laguna,2019-03-09T01:00Z
Clausura,10,Sat Mar 9 2019,17:00,CST/-0600,CF Pachuca,4-0,2-0,Club Tijuana,2019-03-09T23:00Z
Clausura,10,Sat Mar 9 2019,19:00,CST/-0600,CF América,1-0,0-0,Puebla FC,2019-03-10T01:00Z
Clausura,10,Sat Mar 9 2019,19:00,CST/-0600,CF Monterrey,1-1,1-0,UANL Tigres,2019-03-10T01:00Z
Clausura,10,Sat Mar 9 2019,21:00,CST/-0600,Club Necaxa,1-1,0-0,Deportivo Toluca,2019-03-10T03:00Z
Clausura,10,Sat Mar 9 2019,21:00,CST/-0600,Gallos Blancos,0-0,0-0,Deportivo Guadalajara,2019-03-10T03:00Z
Clausura,10,Sun Mar 10 2019,16:00,CST/-0600,Lobos BUAP,0-1,0-1,Club León,2019-03-10T22:00Z
Clausura,10,Sun Mar 10 2019,12:00,CST/-0600,Pumas UNAM,2-2,0-1,Monarcas Morelia,2019-03-10T18:00Z
Clausura,11,Fri Mar 15 2019,21:00,CST/-0600,Puebla FC,1-0,0-0,Pumas UNAM,2019-03-16T03:00Z
Clausura,11,Fri Mar 15 2019,19:00,CST/-0600,Monarcas Morelia,1-1,1-1,Lobos BUAP,2019-03-16T01:00Z
Clausura,11,Sat Mar 16 2019,19:00,CST/-0600,Deportivo Guadalajara,0-2,0-1,CF América,2019-03-17T01:00Z
Clausura,11,Sat Mar 16 2019,21:00,CST/-0600,UANL Tigres,4-1,2-0,Gallos Blancos,2019-03-17T03:00Z
Clausura,11,Sat Mar 16 2019,21:06,CST/-0600,Club Tijuana,1-0,0-0,CF Monterrey,2019-03-17T03:06Z
Clausura,11,Sat Mar 16 2019,17:00,CST/-0600,Cruz Azul,4-1,2-0,CF Pachuca,2019-03-16T23:00Z
Clausura,11,Sun Mar 17 2019,12:00,CST/-0600,Deportivo Toluca,2-0,1-0,Atlas Guadalajara,2019-03-17T18:00Z
Clausura,11,Sun Mar 17 2019,18:06,CST/-0600,Santos Laguna,1-2,0-1,Club Necaxa,2019-03-18T00:06Z
Clausura,11,Sun Mar 17 2019,20:00,CST/-0600,Club León,2-0,2-0,CD Veracruz,2019-03-18T02:00Z
Clausura,12,Fri Mar 29 2019,21:00,CST/-0600,Atlas Guadalajara,1-0,0-0,Santos Laguna,2019-03-30T03:00Z
Clausura,12,Fri Mar 29 2019,19:00,CST/-0600,Monarcas Morelia,2-3,2-0,Club León,2019-03-30T01:00Z
Clausura,12,Sat Mar 30 2019,19:00,CST/-0600,CF América,3-0,1-0,UANL Tigres,2019-03-31T01:00Z
Clausura,12,Sat Mar 30 2019,19:00,CST/-0600,CF Pachuca,3-2,2-1,Deportivo Toluca,2019-03-31T01:00Z
Clausura,12,Sat Mar 30 2019,21:00,CST/-0600,CF Monterrey,2-2,1-0,Cruz Azul,2019-03-31T03:00Z
Clausura,12,Sat Mar 30 2019,21:00,CST/-0600,Club Necaxa,2-0,1-0,CD Veracruz,2019-03-31T03:00Z
Clausura,12,Sat Mar 30 2019,17:00,CST/-0600,Gallos Blancos,1-0,0-0,Club Tijuana,2019-03-30T23:00Z
Clausura,12,Sun Mar 31 2019,12:00,CST/-0600,Pumas UNAM,2-1,2-1,Deportivo Guadalajara,2019-03-31T18:00Z
Clausura,12,Sun Mar 31 2019,16:00,CST/-0600,Lobos BUAP,0-4,0-3,Puebla FC,2019-03-31T22:00Z
Clausura,13,Fri Apr 5 2019,21:00,CST/-0600,Puebla FC,1-1,0-1,Monarcas Morelia,2019-04-06T03:00Z
Clausura,13,Fri Apr 5 2019,19:00,CST/-0600,CD Veracruz,0-1,0-0,Atlas Guadalajara,2019-04-06T01:00Z
Clausura,13,Sat Apr 6 2019,17:06,CST/-0600,Cruz Azul,3-0,1-0,Gallos Blancos,2019-04-06T23:06Z
Clausura,13,Sat Apr 6 2019,19:00,CST/-0600,Club León,2-1,2-0,Club Necaxa,2019-04-07T01:00Z
Clausura,13,Sat Apr 6 2019,19:00,CST/-0600,UANL Tigres,2-0,1-0,Pumas UNAM,2019-04-07T01:00Z
Clausura,13,Sat Apr 6 2019,21:00,CST/-0600,Deportivo Guadalajara,0-1,0-0,Lobos BUAP,2019-04-07T03:00Z
Clausura,13,Sat Apr 6 2019,21:06,CST/-0600,Club Tijuana,3-2,1-2,CF América,2019-04-07T03:06Z
Clausura,13,Sun Apr 7 2019,18:06,CDT/-0500,Santos Laguna,0-0,0-0,CF Pachuca,2019-04-07T23:06Z
Clausura,13,Sun Apr 7 2019,12:00,CDT/-0500,Deportivo Toluca,5-1,1-0,CF Monterrey,2019-04-07T17:00Z
Clausura,14,Fri Apr 12 2019,21:00,CDT/-0500,Puebla FC,0-3,0-2,Club León,2019-04-13T02:00Z
Clausura,14,Fri Apr 12 2019,21:00,CDT/-0500,Atlas Guadalajara,1-2,0-1,Club Necaxa,2019-04-13T02:00Z
Clausura,14,Sat Apr 13 2019,19:00,CDT/-0500,CF Pachuca,9-2,6-1,CD Veracruz,2019-04-14T00:00Z
Clausura,14,Sat Apr 13 2019,21:00,CDT/-0500,Monarcas Morelia,1-0,1-0,Deportivo Guadalajara,2019-04-14T02:00Z
Clausura,14,Sat Apr 13 2019,17:00,CDT/-0500,Gallos Blancos,0-0,0-0,Deportivo Toluca,2019-04-13T22:00Z
Clausura,14,Sun Apr 14 2019,16:00,CDT/-0500,Lobos BUAP,0-3,0-0,UANL Tigres,2019-04-14T21:00Z
Clausura,14,Sun Apr 14 2019,18:00,CDT/-0500,CF América,0-0,0-0,Cruz Azul,2019-04-14T23:00Z
Clausura,14,Sun Apr 14 2019,20:30,CDT/-0500,CF Monterrey,4-0,1-0,Santos Laguna,2019-04-15T01:30Z
Clausura,14,Sun Apr 14 2019,12:00,CDT/-0500,Pumas UNAM,1-0,0-0,Club Tijuana,2019-04-14T17:00Z
Clausura,15,Fri Apr 19 2019,20:00,CDT/-0500,CD Veracruz,0-1,0-0,CF Monterrey,2019-04-20T01:00Z
Clausura,15,Fri Apr 19 2019,21:06,CDT/-0500,Club Tijuana,1-2,1-1,Lobos BUAP,2019-04-20T02:06Z
Clausura,15,Sat Apr 20 2019,17:06,CDT/-0500,Club León,5-2,1-0,Atlas Guadalajara,2019-04-20T22:06Z
Clausura,15,Sat Apr 20 2019,19:00,CDT/-0500,Cruz Azul,2-1,1-0,Pumas UNAM,2019-04-21T00:00Z
Clausura,15,Sat Apr 20 2019,19:00,CDT/-0500,UANL Tigres,3-3,0-2,Monarcas Morelia,2019-04-21T00:00Z
Clausura,15,Sat Apr 20 2019,21:00,CDT/-0500,Deportivo Guadalajara,1-3,1-2,Puebla FC,2019-04-21T02:00Z
Clausura,15,Sat Apr 20 2019,17:00,CDT/-0500,Club Necaxa,2-2,1-1,CF Pachuca,2019-04-20T22:00Z
Clausura,15,Sun Apr 21 2019,18:06,CDT/-0500,Santos Laguna,2-1,2-0,Gallos Blancos,2019-04-21T23:06Z
Clausura,15,Sun Apr 21 2019,12:00,CDT/-0500,Deportivo Toluca,3-2,1-1,CF América,2019-04-21T17:00Z
Clausura,16,Fri Apr 26 2019,19:00,CDT/-0500,Puebla FC,1-1,0-1,UANL Tigres,2019-04-27T00:00Z
Clausura,16,Fri Apr 26 2019,21:00,CDT/-0500,Monarcas Morelia,1-4,1-1,Club Tijuana,2019-04-27T02:00Z
Clausura,16,Sat Apr 27 2019,19:00,CDT/-0500,CF América,1-0,1-0,Santos Laguna,2019-04-28T00:00Z
Clausura,16,Sat Apr 27 2019,19:00,CDT/-0500,CF Monterrey,2-2,2-1,Club Necaxa,2019-04-28T00:00Z
Clausura,16,Sat Apr 27 2019,21:00,CDT/-0500,Deportivo Guadalajara,2-1,0-0,Club León,2019-04-28T02:00Z
Clausura,16,Sat Apr 27 2019,17:00,CDT/-0500,CF Pachuca,1-0,0-0,Atlas Guadalajara,2019-04-27T22:00Z
Clausura,16,Sun Apr 28 2019,16:00,CDT/-0500,Lobos BUAP,1-4,1-2,Cruz Azul,2019-04-28T21:00Z
Clausura,16,Sun Apr 28 2019,18:00,CDT/-0500,Gallos Blancos,2-1,1-0,CD Veracruz,2019-04-28T23:00Z
Clausura,16,Sun Apr 28 2019,12:00,CDT/-0500,Pumas UNAM,2-2,1-0,Deportivo Toluca,2019-04-28T17:00Z
Clausura,17,Fri May 3 2019,21:00,CDT/-0500,CD Veracruz,0-2,0-1,CF América,2019-05-04T02:00Z
Clausura,17,Sat May 4 2019,17:00,CDT/-0500,Cruz Azul,1-1,0-1,Monarcas Morelia,2019-05-04T22:00Z
Clausura,17,Sat May 4 2019,19:00,CDT/-0500,Club León,2-1,1-0,CF Pachuca,2019-05-05T00:00Z
Clausura,17,Sat May 4 2019,19:00,CDT/-0500,UANL Tigres,2-1,1-0,Deportivo Guadalajara,2019-05-05T00:00Z
Clausura,17,Sat May 4 2019,21:00,CDT/-0500,Club Necaxa,1-0,0-0,Gallos Blancos,2019-05-05T02:00Z
Clausura,17,Sat May 4 2019,21:06,CDT/-0500,Club Tijuana,4-0,0-0,Puebla FC,2019-05-05T02:06Z
Clausura,17,Sun May 5 2019,16:00,CDT/-0500,Atlas Guadalajara,2-0,1-0,CF Monterrey,2019-05-05T21:00Z
Clausura,17,Sun May 5 2019,18:06,CDT/-0500,Santos Laguna,5-2,3-1,Pumas UNAM,2019-05-05T23:06Z
Clausura,17,Sun May 5 2019,12:00,CDT/-0500,Deportivo Toluca,4-0,1-0,Lobos BUAP,2019-05-05T17:00Z
Apertura,1,Fri Jul 19 2019,21:45,CDT/-0500,Atlas Guadalajara,1-0,0-0,FC Juárez,2019-07-20T02:45Z
Apertura,1,Fri Jul 19 2019,19:00,CDT/-0500,Puebla FC,1-3,1-1,Club Tijuana,2019-07-20T00:00Z
Apertura,1,Sat Jul 20 2019,17:00,CDT/-0500,Atlético San Luis,0-2,0-0,Pumas UNAM,2019-07-20T22:00Z
Apertura,1,Sat Jul 20 2019,17:00,CDT/-0500,CF Pachuca,1-3,0-2,Club León,2019-07-20T22:00Z
Apertura,1,Sat Jul 20 2019,19:05,CDT/-0500,CF América,4-2,2-2,CF Monterrey,2019-07-21T00:05Z
Apertura,1,Sat Jul 20 2019,21:00,CDT/-0500,UANL Tigres,4-2,3-0,Monarcas Morelia,2019-07-21T02:00Z
Apertura,1,Sat Jul 20 2019,21:00,CDT/-0500,Club Necaxa,0-0,0-0,Cruz Azul,2019-07-21T02:00Z
Apertura,1,Sun Jul 21 2019,18:45,CDT/-0500,Santos Laguna,3-0,1-0,Deportivo Guadalajara,2019-07-21T23:45Z
Apertura,1,Sun Jul 21 2019,12:00,CDT/-0500,Deportivo Toluca,0-2,0-0,Gallos Blancos,2019-07-21T17:00Z
Apertura,2,Fri Jul 26 2019,19:00,CDT/-0500,Monarcas Morelia,0-1,0-0,Atlas Guadalajara,2019-07-27T00:00Z
Apertura,2,Fri Jul 26 2019,21:00,CDT/-0500,CD Veracruz,3-3,2-1,CF Pachuca,2019-07-27T02:00Z
Apertura,2,Sat Jul 27 2019,21:00,CDT/-0500,Cruz Azul,1-1,0-0,Deportivo Toluca,2019-07-28T02:00Z
Apertura,2,Sat Jul 27 2019,21:06,CDT/-0500,Club Tijuana,1-1,1-0,Gallos Blancos,2019-07-28T02:06Z
Apertura,2,Sat Jul 27 2019,19:00,CDT/-0500,Club León,0-0,0-0,CF América,2019-07-28T00:00Z
Apertura,2,Sun Jul 28 2019,17:00,CDT/-0500,Atlético San Luis,1-0,1-0,CF Monterrey,2019-07-28T22:00Z
Apertura,2,Sun Jul 28 2019,18:45,CDT/-0500,Santos Laguna,3-0,0-0,FC Juárez,2019-07-28T23:45Z
Apertura,2,Sun Jul 28 2019,19:00,CDT/-0500,Deportivo Guadalajara,2-0,1-0,UANL Tigres,2019-07-29T00:00Z
Apertura,2,Sun Jul 28 2019,12:00,CDT/-0500,Pumas UNAM,2-0,1-0,Club Necaxa,2019-07-28T17:00Z
Apertura,3,Fri Aug 2 2019,19:00,CDT/-0500,Puebla FC,1-1,1-1,Deportivo Guadalajara,2019-08-03T00:00Z
Apertura,3,Fri Aug 2 2019,21:00,CDT/-0500,Atlas Guadalajara,1-2,0-1,Santos Laguna,2019-08-03T02:00Z
Apertura,3,Sat Aug 3 2019,19:00,CDT/-0500,CF América,3-1,0-0,Club Tijuana,2019-08-04T00:00Z
Apertura,3,Sat Aug 3 2019,19:00,CDT/-0500,CF Pachuca,1-2,0-1,Monarcas Morelia,2019-08-04T00:00Z
Apertura,3,Sat Aug 3 2019,21:05,CDT/-0500,Club Necaxa,7-0,1-0,CD Veracruz,2019-08-04T02:05Z
Apertura,3,Sat Aug 3 2019,21:06,CDT/-0500,CF Monterrey,3-2,1-2,Club León,2019-08-04T02:06Z
Apertura,3,Sat Aug 3 2019,17:00,CDT/-0500,Gallos Blancos,3-0,1-0,Cruz Azul,2019-08-03T22:00Z
Apertura,3,Sun Aug 4 2019,19:00,CDT/-0500,FC Juárez,2-0,1-0,Deportivo Toluca,2019-08-05T00:00Z
Apertura,3,Sun Aug 4 2019,12:00,CDT/-0500,Pumas UNAM,0-1,0-0,UANL Tigres,2019-08-04T17:00Z
Apertura,4,Fri Aug 9 2019,19:00,CDT/-0500,Monarcas Morelia,0-1,0-0,CF Monterrey,2019-08-10T00:00Z
Apertura,4,Fri Aug 9 2019,21:00,CDT/-0500,CD Veracruz,1-2,1-0,Atlas Guadalajara,2019-08-10T02:00Z
Apertura,4,Fri Aug 9 2019,21:06,CDT/-0500,Club Tijuana,1-0,1-0,Pumas UNAM,2019-08-10T02:06Z
Apertura,4,Sat Aug 10 2019,17:00,CDT/-0500,Cruz Azul,2-0,0-0,FC Juárez,2019-08-10T22:00Z
Apertura,4,Sat Aug 10 2019,19:00,CDT/-0500,UANL Tigres,3-1,3-1,Club Necaxa,2019-08-11T00:00Z
Apertura,4,Sat Aug 10 2019,21:05,CDT/-0500,Deportivo Guadalajara,3-0,1-0,Atlético San Luis,2019-08-11T02:05Z
Apertura,4,Sat Aug 10 2019,17:00,CDT/-0500,Gallos Blancos,2-1,0-1,CF Pachuca,2019-08-10T22:00Z
Apertura,4,Sun Aug 11 2019,18:45,CDT/-0500,Santos Laguna,4-1,2-1,Puebla FC,2019-08-11T23:45Z
Apertura,4,Sun Aug 11 2019,12:00,CDT/-0500,Deportivo Toluca,0-1,0-0,CF América,2019-08-11T17:00Z
Apertura,5,Fri Aug 16 2019,21:00,CDT/-0500,Atlas Guadalajara,1-3,0-2,Cruz Azul,2019-08-17T02:00Z
Apertura,5,Fri Aug 16 2019,19:00,CDT/-0500,Puebla FC,0-4,0-2,CF Pachuca,2019-08-17T00:00Z
Apertura,5,Sat Aug 17 2019,17:00,CDT/-0500,Atlético San Luis,1-1,0-0,UANL Tigres,2019-08-17T22:00Z
Apertura,5,Sat Aug 17 2019,19:00,CDT/-0500,Club León,4-3,2-1,Deportivo Guadalajara,2019-08-18T00:00Z
Apertura,5,Sat Aug 17 2019,21:05,CDT/-0500,CF América,1-0,0-0,Monarcas Morelia,2019-08-18T02:05Z
Apertura,5,Sat Aug 17 2019,21:06,CDT/-0500,CF Monterrey,2-0,1-0,Deportivo Toluca,2019-08-18T02:06Z
Apertura,5,Sun Aug 18 2019,17:00,CDT/-0500,Club Necaxa,3-0,0-0,Santos Laguna,2019-08-18T22:00Z
Apertura,5,Sun Aug 18 2019,19:00,CDT/-0500,FC Juárez,0-2,0-0,Gallos Blancos,2019-08-19T00:00Z
Apertura,5,Sun Aug 18 2019,12:00,CDT/-0500,Pumas UNAM,2-0,0-0,CD Veracruz,2019-08-18T17:00Z
Apertura,6,Fri Aug 23 2019,21:00,CDT/-0500,Monarcas Morelia,2-0,1-0,Pumas UNAM,2019-08-24T02:00Z
Apertura,6,Fri Aug 23 2019,21:00,CDT/-0500,Santos Laguna,2-1,2-0,CF Monterrey,2019-08-24T02:00Z
Apertura,6,Fri Aug 23 2019,19:00,CDT/-0500,CD Veracruz,1-2,1-1,Atlético San Luis,2019-08-24T00:00Z
Apertura,6,Sat Aug 24 2019,17:00,CDT/-0500,Gallos Blancos,0-4,0-1,Club León,2019-08-24T22:00Z
Apertura,6,Sat Aug 24 2019,19:00,CDT/-0500,CF Pachuca,3-1,2-0,Atlas Guadalajara,2019-08-25T00:00Z
Apertura,6,Sat Aug 24 2019,19:00,CDT/-0500,Cruz Azul,1-1,0-0,Puebla FC,2019-08-25T00:00Z
Apertura,6,Sat Aug 24 2019,21:05,CDT/-0500,UANL Tigres,1-1,1-0,CF América,2019-08-25T02:05Z
Apertura,6,Sun Aug 25 2019,17:00,CDT/-0500,Deportivo Guadalajara,1-2,0-2,Club Necaxa,2019-08-25T22:00Z
Apertura,6,Sun Aug 25 2019,12:00,CDT/-0500,Deportivo Toluca,2-0,1-0,Club Tijuana,2019-08-25T17:00Z
Apertura,7,Tue Aug 27 2019,19:00,CDT/-0500,CD Veracruz,0-5,0-3,Gallos Blancos,2019-08-28T00:00Z
Apertura,7,Tue Aug 27 2019,19:00,CDT/-0500,Atlético San Luis,1-1,1-0,Monarcas Morelia,2019-08-28T00:00Z
Apertura,7,Tue Aug 27 2019,19:00,CDT/-0500,Atlas Guadalajara,1-1,0-0,UANL Tigres,2019-08-28T00:00Z
Apertura,7,Tue Aug 27 2019,21:00,CDT/-0500,CF América,1-1,0-0,CF Pachuca,2019-08-28T02:00Z
Apertura,7,Wed Aug 28 2019,21:00,CDT/-0500,Club Necaxa,1-1,1-1,Deportivo Toluca,2019-08-29T02:00Z
Apertura,7,Wed Aug 28 2019,21:06,CDT/-0500,Club Tijuana,3-2,1-2,Cruz Azul,2019-08-29T02:06Z
Apertura,7,Wed Aug 28 2019,19:00,CDT/-0500,Club León,2-2,1-1,Santos Laguna,2019-08-29T00:00Z
Apertura,7,Thu Aug 29 2019,19:00,CDT/-0500,Puebla FC,2-1,0-1,FC Juárez,2019-08-30T00:00Z
Apertura,7,Thu Aug 29 2019,21:00,CDT/-0500,CF Monterrey,2-0,1-0,Pumas UNAM,2019-08-30T02:00Z
Apertura,8,Fri Aug 30 2019,21:10,CDT/-0500,Atlas Guadalajara,3-0,1-0,CF América,2019-08-31T02:10Z
Apertura,8,Fri Aug 30 2019,19:00,CDT/-0500,Monarcas Morelia,1-0,0-0,CD Veracruz,2019-08-31T00:00Z
Apertura,8,Sat Aug 31 2019,17:00,CDT/-0500,Club Necaxa,3-2,1-2,Club Tijuana,2019-08-31T22:00Z
Apertura,8,Sat Aug 31 2019,19:00,CDT/-0500,UANL Tigres,1-1,0-1,Club León,2019-09-01T00:00Z
Apertura,8,Sat Aug 31 2019,19:00,CDT/-0500,CF Pachuca,0-2,0-0,Atlético San Luis,2019-09-01T00:00Z
Apertura,8,Sat Aug 31 2019,21:05,CDT/-0500,Cruz Azul,1-1,1-1,Deportivo Guadalajara,2019-09-01T02:05Z
Apertura,8,Sun Sep 1 2019,17:00,CDT/-0500,Gallos Blancos,1-1,1-0,Puebla FC,2019-09-01T22:00Z
Apertura,8,Sun Sep 1 2019,19:00,CDT/-0500,FC Juárez,1-0,1-0,CF Monterrey,2019-09-02T00:00Z
Apertura,8,Sun Sep 1 2019,12:00,CDT/-0500,Pumas UNAM,2-1,0-0,Deportivo Toluca,2019-09-01T17:00Z
Apertura,9,Fri Sep 13 2019,19:00,CDT/-0500,Puebla FC,1-3,1-2,Atlético San Luis,2019-09-14T00:00Z
Apertura,9,Fri Sep 13 2019,21:00,CDT/-0500,CD Veracruz,0-0,0-0,Cruz Azul,2019-09-14T02:00Z
Apertura,9,Fri Sep 13 2019,21:06,CDT/-0500,Club Tijuana,1-1,0-1,UANL Tigres,2019-09-14T02:06Z
Apertura,9,Sat Sep 14 2019,19:00,CDT/-0500,Club León,3-1,0-1,FC Juárez,2019-09-15T00:00Z
Apertura,9,Sat Sep 14 2019,19:00,CDT/-0500,Deportivo Guadalajara,1-0,0-0,Atlas Guadalajara,2019-09-15T00:00Z
Apertura,9,Sat Sep 14 2019,21:06,CDT/-0500,CF América,1-1,0-0,Pumas UNAM,2019-09-15T02:06Z
Apertura,9,Sat Sep 14 2019,17:00,CDT/-0500,CF Monterrey,0-2,0-1,Club Necaxa,2019-09-14T22:00Z
Apertura,9,Sun Sep 15 2019,18:45,CDT/-0500,Santos Laguna,2-2,1-2,CF Pachuca,2019-09-15T23:45Z
Apertura,9,Sun Sep 15 2019,12:00,CDT/-0500,Deportivo Toluca,0-2,0-0,Monarcas Morelia,2019-09-15T17:00Z
Apertura,10,Fri Sep 20 2019,21:00,CDT/-0500,Atlas Guadalajara,0-1,0-1,Deportivo Toluca,2019-09-21T02:00Z
Apertura,10,Fri Sep 20 2019,21:00,CDT/-0500,Monarcas Morelia,1-0,1-0,Deportivo Guadalajara,2019-09-21T02:00Z
Apertura,10,Sat Sep 21 2019,17:00,CDT/-0500,Atlético San Luis,2-3,2-2,Santos Laguna,2019-09-21T22:00Z
Apertura,10,Sat Sep 21 2019,17:00,CDT/-0500,Club Necaxa,2-4,0-1,Club León,2019-09-21T22:00Z
Apertura,10,Sat Sep 21 2019,17:00,CDT/-0500,CF Monterrey,3-2,2-0,Puebla FC,2019-09-21T22:00Z
Apertura,10,Sat Sep 21 2019,19:00,CDT/-0500,CF Pachuca,4-1,3-0,Club Tijuana,2019-09-22T00:00Z
Apertura,10,Sat Sep 21 2019,21:00,CDT/-0500,CF América,2-2,1-1,Gallos Blancos,2019-09-22T02:00Z
Apertura,10,Sun Sep 22 2019,19:00,CDT/-0500,FC Juárez,2-0,2-0,CD Veracruz,2019-09-23T00:00Z
Apertura,10,Sun Sep 22 2019,12:00,CDT/-0500,Pumas UNAM,1-1,0-0,Cruz Azul,2019-09-22T17:00Z
Apertura,11,Tue Sep 24 2019,19:00,CDT/-0500,UANL Tigres,0-1,0-0,Puebla FC,2019-09-25T00:00Z
Apertura,11,Tue Sep 24 2019,21:00,CDT/-0500,Deportivo Guadalajara,2-4,1-1,CF Pachuca,2019-09-25T02:00Z
Apertura,11,Tue Sep 24 2019,21:00,CDT/-0500,Club León,1-1,0-1,Atlas Guadalajara,2019-09-25T02:00Z
Apertura,11,Tue Sep 24 2019,19:00,CDT/-0500,Gallos Blancos,1-2,0-0,Club Necaxa,2019-09-25T00:00Z
Apertura,11,Wed Sep 25 2019,19:00,CDT/-0500,FC Juárez,1-1,1-0,CF América,2019-09-26T00:00Z
Apertura,11,Wed Sep 25 2019,19:00,CDT/-0500,Santos Laguna,5-0,1-0,CD Veracruz,2019-09-26T00:00Z
Apertura,11,Wed Sep 25 2019,21:05,CDT/-0500,Cruz Azul,1-1,0-0,CF Monterrey,2019-09-26T02:05Z
Apertura,11,Wed Sep 25 2019,21:06,CDT/-0500,Club Tijuana,3-2,2-1,Monarcas Morelia,2019-09-26T02:06Z
Apertura,11,Thu Sep 26 2019,20:00,CDT/-0500,Deportivo Toluca,3-1,1-0,Atlético San Luis,2019-09-27T01:00Z
Apertura,12,Fri Sep 27 2019,21:00,CDT/-0500,Atlas Guadalajara,2-0,1-0,Gallos Blancos,2019-09-28T02:00Z
Apertura,12,Fri Sep 27 2019,19:00,CDT/-0500,Puebla FC,2-1,1-0,Club León,2019-09-28T00:00Z
Apertura,12,Sat Sep 28 2019,19:00,CDT/-0500,Club Necaxa,0-0,0-0,FC Juárez,2019-09-29T00:00Z
Apertura,12,Sat Sep 28 2019,19:06,CDT/-0500,CF Monterrey,0-2,0-0,UANL Tigres,2019-09-29T00:06Z
